post_id,tweet_text,tweet_date,primary_entity,match_tier,rel_reason,stance,stance_evidence,competitor_tickers,sector_etf,missing_bars,raw_1D,abn_1D,verdict_1D,raw_2D,abn_2D,verdict_2D,raw_3D,abn_3D,verdict_3D,raw_5D,abn_5D,verdict_5D,raw_10D,abn_10D,verdict_10D,raw_1mo,abn_1mo,verdict_1mo
115876460615555838,"Cuba lived, for many years, on large amounts of OIL and MONEY from Venezuela. In return, Cuba provided “Security Services” for the last two Venezuelan dictators, BUT NOT ANYMORE! Most of those Cubans ",2026-01-11,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115882232505676630,I’m the one who SAVED NATO!!! President DJT,2026-01-12,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115882511750475574,"Congratulations to DINA POWELL MCCORMICK, WHO HAS JUST BEEN NAMED THE NEW PRESIDENT OF META. A great choice by Mark Z!!! She is a fantastic, and very talented, person, who served the Trump Administrat",2026-01-12,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115884164936451552,"These FBI Agents are total Scum, in their own way no better than the insurrectionists in Portland, Minnesota, Los Angeles, etc. Kash better get them out, NOW! Radical Left Lunatics put in by the “Auto",2026-01-12,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115884759090137876,"Under Sleepy Joe Biden and the Radical Left Democrats, the average American Household’s monthly Utility bills went up MASSIVELY — over 30%! I never want Americans to pay higher Electricity bills becau",2026-01-12,MSFT,direct,direct: 'microsoft',positive,thank|congratulations,,XLK,0,-0.0084,-0.0059,opposite,-0.0322,-0.0176,opposite,-0.038,-0.0285,opposite,-0.0425,-0.0084,flat,0.0124,0.0043,flat,-0.1481,-0.1217,opposite
115884759090137876,"Under Sleepy Joe Biden and the Radical Left Democrats, the average American Household’s monthly Utility bills went up MASSIVELY — over 30%! I never want Americans to pay higher Electricity bills becau",2026-01-12,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115886085338434959,"Everyone should support great Republican Senator Roger Marshall’s Credit Card Competition Act, in order to stop the out of control Swipe Fee ripoff. Roger is a FANTASTIC Senator!!! President DJT",2026-01-13,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115888260399895701,"JUST OUT: Great (LOW!) Inflation numbers for the USA. That means that Jerome “Too Late” Powell should cut interest rates, MEANINGFULLY!!! If he doesn’t he will just continue to be, “TOO LATE!” ALSO OU",2026-01-13,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115893255826342514,"The United States needs Greenland for the purpose of National Security. It is vital for the Golden Dome that we are building. NATO should be leading the way for us to get it. IF WE DON’T, RUSSIA OR CH",2026-01-14,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115893625622462941,"They should be thrown out of the USA. Get it done, NOW! That includes their loser Rep. Omar, who married her brother (gross!). President DJT
Somali Suitcase Stash: Feds say $130 million moved from Ohi",2026-01-14,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115893658269457561,"NATO: Tell Denmark to get them out of here, NOW! Two dogsleds won’t do it! Only the USA can!!!
Danish intel warned last year about Russian and Chinese military goals toward Greenland and Arctic: https",2026-01-14,INTC,direct,direct: 'intel',no_clear_stance,,AMD NVDA TSM,SOXX,0,-0.0047,-0.0073,no_claim,-0.0129,-0.0316,no_claim,-0.0407,-0.0752,no_claim,0.1083,0.0566,no_claim,-0.0035,-0.0924,no_claim,-0.0505,-0.1123,no_claim
115899252938886431,"If the corrupt politicians of Minnesota don’t obey the law and stop the professional agitators and insurrectionists from attacking the Patriots of I.C.E., who are only trying to do their job, I will i",2026-01-15,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115905757161594483,"In Minnesota, the Troublemakers, Agitators, and Insurrectionists are, in many cases, highly paid professionals. The Governor and Mayor don’t know what to do, they have totally lost control, and our cu",2026-01-16,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115911321115123547,"A front page Article in The Fake News Wall Street Journal states, without any verification, that I offered Jamie Dimon, of JPMorgan Chase, the job of Fed Chairman. This statement is totally untrue, th",2026-01-17,JPM,direct,direct: 'jp morgan',negative,fake,,XLF,0,-0.0113,-0.0037,flat,-0.0136,-0.0108,match,-0.0084,-0.0122,flat,-0.0169,-0.0132,flat,0.0063,-0.0015,flat,0.0084,0.0274,flat
115915881410679214,"Jimmy Failla’s opening monologue was GREAT. Very funny guy!!! Also, wonderful wife! President DJT",2026-01-18,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115919466737908324,"A GREAT NEW BOOK, by NumberOne Bestselling Author, Peter Schweizer, “The Invisible Coup: How American Elites and Foreign Powers Use Immigration as a Weapon,” is out Tuesday. It is both vitally importa",2026-01-19,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115923918404792612,"Wow! They have a lot of explaining to do. Corruption at the highest level! President DJT
Michael Cohen says NY prosecutors 'pressured and coerced' him into anti-Trump testimony: https://www.foxnews.co",2026-01-19,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115924025571521310,"In Minnesota, there is too much media attention on ICE, who have removed some of the worst murderers and criminals in the World, people let into our Country by Crooked Joe Biden’s horrendous Open Bord",2026-01-19,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115924043199702065,"Great interview today of Rodney Scott, CBP Commissioner, by the wonderful Will Cain, on The Will Cain Show! Thank you both!!! President DJT",2026-01-19,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115928442608514733,"No single person, or President, has done more for NATO than President Donald J. Trump. If I didn’t come along, there would be no NATO right now!!! It would have been in the ash heap of History. Sad, b",2026-01-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115939860152214301,"Fake and Fraudulent Polling should be, virtually, a criminal offense. As an example, all of the Anti Trump Media that covered me during the 2020 Election showed Polls that were knowingly wrong. They k",2026-01-22,DJT,direct,direct: 'trump media',negative,wrong,,SPY,1,,,no_call,,,no_call,,,no_call,,,no_call,,,no_call,,,no_call
115940059516984793,Trump sues JPMorgan Chase and CEO Jamie Dimon for $5B over alleged 'political' debanking: https://www.foxbusiness.com/politics/trump-sues-jpmorgan-chase-ceo-jamie-dimon-5b-over-alleged-political-deban,2026-01-22,JPM,direct,direct: 'jp morgan',no_clear_stance,,,XLF,0,-0.0142,-0.0063,no_claim,-0.0032,-0.0017,no_claim,-0.0056,0.0036,no_claim,0.0146,0.0135,no_claim,0.027,0.0308,no_claim,-0.0143,0.0373,no_claim
115944336667645170,"What a great trip to Davos it was. So many things accomplished, including the framework of a deal with NATO on Greenland. Also, the BOARD OF PEACE. WOW!!! MAKE AMERICA GREAT AGAIN!  President DJT",2026-01-23,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115945837215795716,"COUNTDOWN: 7 Days until the World will witness an unforgettable, behind-the-scenes, look at one of the most important events of our time.
MELANIA: TWENTY DAYS TO HISTORY:
https://www.amazon.com/salp/m",2026-01-23,AMZN,direct,direct: 'amazon',no_clear_stance,,WMT TGT COST,XLY,0,-0.0065,-0.0005,no_claim,0.0196,0.0226,no_claim,0.0126,0.0231,no_claim,-0.0028,0.0125,no_claim,-0.1236,-0.0824,no_claim,-0.1309,-0.0796,no_claim
115947045496805234,I have been briefed on the Record Cold Wave and Historic Winter Storm that will be hitting much of the United States this weekend. The Trump Administration is coordinating with State and Local Officia,2026-01-23,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115947083395862222,"I want to thank President Aliyev of Azerbaijan, and Prime Minister Pashinyan of Armenia for upholding the Peace Agreement we signed last August. This was a nasty War, 1 of 8 that I have ended, but now",2026-01-23,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115950424403894234,"If Governor Carney thinks he is going to make Canada a “Drop Off Port” for China to send goods and products into the United States, he is sorely mistaken. China will eat Canada alive, completely devou",2026-01-24,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115954417247642839,"Jonathan Fahey, former ICE Director, is fantastic on FoxNews in explaining the motives behind the fraudsters and insurrectionists in Minnesota. Great job Jonathon!!! President DJT",2026-01-25,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115956876838938120,"Highly Respected Congressman Jamie Comer was GREAT in his Interview this morning with Maria Bartiromo. He said it all concerning Minnesota, Deranged Jack Smith, and many other topics of interest. Jami",2026-01-25,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115956946816324221,"A MUST WATCH. Canada is systematically destroying itself. The China deal is a disaster for them. Will go down as one of the worst deals, of any kind, in history. All their businesses are moving to the",2026-01-25,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115957060813577755,China is successfully and completely taking over the once Great Country of Canada. So sad to see it happen. I only hope they leave Ice Hockey alone! President DJT,2026-01-25,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115961647505369753,"I am sending Tom Homan to Minnesota tonight. He has not been involved in that area, but knows and likes many of the people there. Tom is tough but fair, and will report directly to me. Separately, a m",2026-01-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115962223670668620,"Just recovered the last Hostage body in GAZA. Thus, got back ALL 20 of the living Hostages, and ALL of the Dead! AMAZING JOB! Most thought of it as an impossible thing to do. Congratulations to my gre",2026-01-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115962472454059914,"MELANIA, the Movie, is a MUST WATCH. Get your tickets today — Selling out, FAST!
Photo: Regine Mahaux
https://www.amazon.com/salp/melaniamovie?hhf",2026-01-26,AMZN,direct,direct: 'amazon',no_clear_stance,,WMT TGT COST,XLY,0,0.0208,0.0212,no_claim,0.0139,0.0218,no_claim,0.0085,0.0211,no_claim,0.0136,0.0199,no_claim,-0.1292,-0.0869,no_claim,-0.1212,-0.0752,no_claim
115982747344520072,"Leigh Wambsganss, a Republican running for the State Senate in the  suburbs of Fort Worth, Texas, will be a GREAT Candidate and has my Complete and Total Endorsement. Thank you for your attention to t",2026-01-30,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115983891481988557,I am pleased to announce that I am nominating Kevin Warsh to be the CHAIRMAN OF THE BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM. Kevin currently serves as the Shepard Family Distinguished Visitin,2026-01-30,MS,direct,direct: 'morgan stanley',no_clear_stance,,,XLF,0,0.0144,0.0132,no_claim,0.0271,0.015,no_claim,0.015,0.0122,no_claim,-0.0242,-0.0226,no_claim,-0.0674,-0.0358,no_claim,-0.0733,-0.0343,no_claim
115984071734301762,"Their was great speculation that highly respected Kevin Hassett was going to be named Chairman of the Fed, and a great Chairman he would have been but, quite honestly, he is doing such an outstanding ",2026-01-30,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115984113252953391,"Christopher Waller, Rick Rieder, and others, were interviewed for the Fed position. They all would have been outstanding, and have a great and unlimited future with “TRUMP.” Such amazing talent in our",2026-01-30,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115987100169435643,"I am asking all America First Patriots in Texas’ 9th State Senate District to please make a plan to GET OUT AND VOTE on Election Day, Saturday, January 31st, for a phenomenal Candidate, Leigh Wambsgan",2026-01-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115987233609226463,"Last night I saw, “MELANIA,” for the second time. The audience loved it, and so do I. Check it out — A MUST SEE!
https://www.amazon.com/salp/melaniamovie?hhf",2026-01-31,AMZN,direct,direct: 'amazon',no_clear_stance,,WMT TGT COST,XLY,0,0.0195,0.0093,no_claim,0.0013,-0.0008,no_claim,-0.0223,-0.017,no_claim,-0.1175,-0.0947,no_claim,-0.1658,-0.1281,no_claim,-0.1241,-0.0713,no_claim
115987481835523508,Border Czar (Plus!) Tom Homan is doing a FANTASTIC JOB. He is one of a kind. Thank you Tom!!! President DJT,2026-01-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115989916560112535,"The Theft and Fraud in Minnesota is far greater than the 19 Billion Dollars originally projected. The Biden Administration knew this FRAUD was happening, and did absolutely nothing about it. “Scammer”",2026-01-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115991359481785479,"Today is the day! To all Voters in Texas’ 9th State Senate District: GET OUT AND VOTE for a phenomenal Candidate, Leigh Wambsganss. She is a highly successful Entrepreneur, and an incredible supporter",2026-01-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115998440820492604,"The biggest problem our Country has is that the Democrats are SOFT ON CRIME! They want to protect the Criminal, violent and vicious as they may be, at the expense of our great American Citizens and Pa",2026-02-02,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115999448091565515,"The Grammy Awards are the WORST, virtually unwatchable! CBS is lucky not to have this garbage litter their airwaves any longer. The host, Trevor Noah, whoever he may be, is almost as bad as Jimmy Kimm",2026-02-02,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115999513470647838,"The Grammy Awards are the WORST, virtually unwatchable! CBS is lucky not to have this garbage litter their airwaves any longer. The host, Trevor Noah, whoever he may be, is almost as bad as Jimmy Kimm",2026-02-02,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116001521088210593,"Two very good guys who were treated so unfairly by Sleepy Joe Biden. But now, they are bigger than ever!!! President DJT",2026-02-02,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116030041948459285,"We need more competition against THE ENEMY, the Fake News National TV Networks. Letting Good Deals get done like Nexstar - Tegna will help knock out the Fake News because there will be more competitio",2026-02-07,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116050559055597383,Apple News promotes left-leaning media outlets — as it shuts out conservative sites entirely: study: https://nypost.com/2026/02/10/business/apple-news-promotes-left-leaning-media-outlets-as-it-shuts-o,2026-02-11,AAPL,direct,direct: 'apple',no_clear_stance,,,XLK,0,0.0029,0.0136,no_claim,-0.0472,-0.0105,no_claim,-0.0689,-0.0346,no_claim,-0.0377,-0.0128,no_claim,-0.0017,0.0087,no_claim,-0.0689,-0.0228,no_claim
116052530788677155,RT: https://truthsocial.com/users/realDonaldTrump/statuses/116052423178074423How quickly people forget. So sad! President DJT,2026-02-11,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116052533364619497,"RT: https://truthsocial.com/users/realDonaldTrump/statuses/116052470064146254…..And now, THE GOLDEN AGE IS HERE!!! President DJT",2026-02-11,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116052538984100960,"Just in: GREAT JOBS NUMBERS, FAR GREATER THAN EXPECTED! The United States of America should be paying MUCH LESS on its Borrowings (BONDS!). We are again the strongest Country in the World, and should ",2026-02-11,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116069904214662301,"Sometimes in life you waste time! T.V. Host Bill Maher asked to have dinner with me through one of his friends, also a friend of mine, and I agreed. He came into the famed Oval Office much different t",2026-02-14,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116081952122265348,"Happy President’s Day! Prices and Inflation are Way Down. The Stock Market, and your 401k’s, are Way Up. Our Military is Strong and Powerful, Our Law Enforcement is GREAT, and Our Border is 100% Secur",2026-02-16,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116087259160100035,"Tax Refunds this year, because of “THE GREAT BIG BEAUTIFUL BILL,” are substantially greater than ever before. In some cases, estimates are that over 20% will be returned to the Taxpayer. So, when you ",2026-02-17,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116089622233377615,RT: https://truthsocial.com/users/realDonaldTrump/statuses/116089620936035048Crooked Elections cannot be allowed in the U.S.A. President DJT,2026-02-18,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116094599626377829,"Czech Deputy PM Petr Macinka: Great job in your Debate against Hillary Clinton on various subjects, including her ridiculous views on Gender. Say hello to everybody in your wonderful Country! Presiden",2026-02-19,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116098568222664684,"The Commission of Fine Arts just approved, unanimously, 6 to 0, with one recusal because he had a conflict in that he worked professionally on the job, the White House Ballroom. Great accolades were p",2026-02-19,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116103041948622478,"The Democrat Shutdown cost the U.S.A. at least two points in GDP. That’s why they are doing it, in mini form, again. No Shutdowns! Also, LOWER INTEREST RATES. “Two Late” Powell is the WORST!!! Preside",2026-02-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116106466161291676,"Republicans are so disloyal to themselves! Unite, stick together, and WIN! President DJT",2026-02-21,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116109320498109062,CIA's historic retraction of intel reports exposes political bias in Obama-Biden spy agencies: https://justthenews.com/government/federal-agencies/historic-cia-retraction-intel-reports-exposes-rot-pol,2026-02-21,INTC,direct,direct: 'intel',positive,historic,AMD NVDA TSM,SOXX,0,-0.0104,-0.0083,flat,0.046,0.0335,flat,0.0633,0.0341,flat,0.0345,0.0492,flat,-0.0152,0.0801,flat,-0.0018,0.0563,flat
116111073840858395,"Netflix should fire racist, Trump Deranged Susan Rice, IMMEDIATELY, or pay the consequences. She’s got no talent or skills - Purely a political hack! HER POWER IS GONE, AND WILL NEVER BE BACK. How muc",2026-02-21,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116111420567451198,"Working with the fantastic Governor of Louisiana, Jeff Landry, we are going to send a great hospital boat to Greenland to take care of the many people who are sick, and not being taken care of there. ",2026-02-22,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116115179276189940,WHAT A GAME!!! President DJT,2026-02-22,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116116726447376516,The most Gold Medals ever won by Team USA at the Olympics! President DJT,2026-02-22,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116117644453675365,"We’re Winning too much, it’s just not fair! President DJT",2026-02-23,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116120313423769416,RT: https://truthsocial.com/users/realDonaldTrump/statuses/116120312031080294Byron will be a great governor!!! President DJT,2026-02-23,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116120496650075903,"As President, I do not have to go back to Congress to get approval of Tariffs. It has already been gotten, in many forms, a long time ago! They were also just reaffirmed by the ridiculous and poorly c",2026-02-23,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116123225544591694,Wow! Gavin Newscum just dropped out of the Presidential Race!!! President DJT,2026-02-24,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116142578355684475,"Congrats to Newsmax. Big numbers! President DJT
Newsmax Delivers 4M-Plus Viewers in Breakout State of Union Coverage: https://www.newsmax.com/newsfront/newsmax-tv-rating-sotu/2026/02/26/id/1247600/",2026-02-27,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116143350148522906,Trump FTC sends letter to Apple about alleged political bias in its news app: https://www.foxnews.com/media/trump-ftc-sends-letter-apple-over-alleged-political-bias-its-news-app,2026-02-27,AAPL,direct,direct: 'apple',no_clear_stance,,,XLK,0,0.0088,-0.0095,no_claim,0.0051,0.0017,no_claim,0.0004,-0.0201,no_claim,-0.0189,-0.0208,no_claim,-0.0468,-0.0452,no_claim,-0.0601,0.0083,no_claim
116144057341130700,Apple News Continues Rejection of Right-Leaning Outlets in January: https://mrcfreespeechamerica.org/blogs/free-speech/heather-moon/2026/02/04/apple-news-continues-rejection-right-leaning-outlets,2026-02-27,AAPL,direct,direct: 'apple',no_clear_stance,,,XLK,0,0.0088,-0.0095,no_claim,0.0051,0.0017,no_claim,0.0004,-0.0201,no_claim,-0.0189,-0.0208,no_claim,-0.0468,-0.0452,no_claim,-0.0601,0.0083,no_claim
116144058486971927,The alleged bias of Apple News: Ex-liberal mag editor tasked to handpick stories for millions of iPhone users: https://www.foxnews.com/media/alleged-bias-apple-news-ex-liberal-mag-editor-tasked-handpi,2026-02-27,AAPL,direct,direct: 'apple',no_clear_stance,,,XLK,0,0.0088,-0.0095,no_claim,0.0051,0.0017,no_claim,0.0004,-0.0201,no_claim,-0.0189,-0.0208,no_claim,-0.0468,-0.0452,no_claim,-0.0601,0.0083,no_claim
116146212954175657,"Minnesota Autism Payments have gone from $1,099,946 in 2017, to $343,176,474 in 2024, an increase of 34,000% in just a few years. Steve Miller, Russ Vought, Dr. Oz, Pam Bondi - This is a GIANT SCAM. I",2026-02-28,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116165373479209735,"Have unlimited mid to upper tier Weaponry - Brutal “stuff.” Wall Street Journal story was wrong, and a disgrace. President DJT
https://www.washingtonpost.com/opinions/2026/03/03/iran-strike-venezuela-",2026-03-03,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116167706503631003,"Zohran has come a long way embracing, of course, the Declaration of Independence while at The Oval Office — Big progress! President DJT",2026-03-03,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116174758696408802,RT: https://truthsocial.com/users/realDonaldTrump/statuses/116174757064824630Thank you to our great NATO Secretary General! President DJT,2026-03-05,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116182787199648959,Trump slams Bill Maher in Truth Social post as ‘extremely nervous’ with ‘ZERO confidence in himself’: https://nypost.com/2026/02/14/us-news/trump-slams-bill-maher-in-truth-social-post-as-extremely-ner,2026-03-06,DJT,direct,direct: 'truth social',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
116184185735585906,We just concluded a very good meeting with the largest U.S. Defense Manufacturing Companies where we discussed Production and Production Schedules. They have agreed to quadruple Production of the “Exq,2026-03-06,BA,direct,direct: 'boeing',no_clear_stance,,,ITA,0,-0.0077,-0.012,no_claim,-0.0396,-0.0345,no_claim,-0.0558,-0.0463,no_claim,-0.0744,-0.0261,no_claim,-0.1395,-0.0637,no_claim,-0.0739,-0.0012,no_claim
116184185735585906,We just concluded a very good meeting with the largest U.S. Defense Manufacturing Companies where we discussed Production and Production Schedules. They have agreed to quadruple Production of the “Exq,2026-03-06,RTX,direct,direct: 'raytheon',no_clear_stance,,,ITA,0,-0.0167,-0.0209,no_claim,-0.0225,-0.0173,no_claim,-0.0213,-0.0118,no_claim,-0.0342,0.014,no_claim,-0.0642,0.0115,no_claim,-0.0654,0.0073,no_claim
116184185735585906,We just concluded a very good meeting with the largest U.S. Defense Manufacturing Companies where we discussed Production and Production Schedules. They have agreed to quadruple Production of the “Exq,2026-03-06,LMT,direct,direct: 'lock heed',no_clear_stance,,,ITA,0,-0.0169,-0.0212,no_claim,-0.0361,-0.0309,no_claim,-0.0386,-0.0292,no_claim,-0.0438,0.0044,no_claim,-0.0713,0.0045,no_claim,-0.0709,0.0018,no_claim
