post_date,hour_utc,phase,weekend_flag,market_closed,intensity,scenario,n_instruments,is_targeted_action,has_action_verbs,execution_window,summary,macro_link,label_eod,hit_30m,hit_1h,hit_1mo,split
2026-02-02,16.48,regular,0,0,8,Geopolitics / Tension,3,1,0,Regular_Hours,Trump sent clear message to Iran,Geopolitical tensions affect oil prices,1,0,0,1,val
2026-02-04,15.63,regular,0,0,8,Geopolitics / Trade,4,1,0,Regular_Hours,Trump had positive call with China's President Xi,Improved US-China relations could boost trade,0,0,0,0,val
2026-02-05,0.48,premarket,0,1,8,US Politics,3,0,1,Noise_Zone,Trump endorses Mike LiPetri for Congress,Election outcome may impact policy,1,,,1,val
2026-02-05,2.13,premarket,0,1,8,US Politics,2,0,0,Noise_Zone,Endorsing a congressional candidate,Election outcome may impact policy,1,,,1,val
2026-02-05,17.7,regular,0,0,8,Geopolitics / Election,3,1,0,Regular_Hours,Trump endorses Japan's PM Takaichi,US-Japan trade deal and national security,1,1,1,1,val
2026-02-05,22.95,afterhours,0,1,8,US Politics,2,0,0,Noise_Zone,Trump endorses Cody Simpson for SC Agriculture Commissioner,Potential policy changes in agriculture and trade,1,,,1,val
2026-02-07,15.42,weekend,1,1,8,Regulatory,4,1,0,Monday_Open_Shock,Support for Nexstar-Tegna deal,Media consolidation,1,,,1,val
2026-02-09,22.72,afterhours,0,1,9,Geopolitics / Trade,4,1,1,Noise_Zone,Trump demands fairness from Canada,Trade tensions affect markets,0,,,1,val
2026-02-10,23.83,afterhours,0,1,8,Domestic Policy,3,0,0,Noise_Zone,Congressman endorsed for re-election,Pro-business policies may boost economy,1,,,1,val
2026-02-10,23.88,afterhours,0,1,8,Domestic Politics,3,0,0,Noise_Zone,Congresswoman endorsed for re-election,Pro-business policies may boost economy,1,,,1,val
2026-02-11,23.27,afterhours,0,1,9,Trade Policy,4,0,0,Noise_Zone,Trump threatens Republicans who vote against tariffs,Tariffs impact trade deficit and national security,1,,,1,val
2026-02-13,22.03,afterhours,0,1,9,US Politics,3,0,1,Monday_Open_Shock,Trump demands voter ID law,Polarization affects policy,0,,,1,val
2026-02-16,19.45,regular,0,0,8,Economy / Confidence,3,1,0,Regular_Hours,"President claims low inflation, high markets, strong military",Confidence boost may increase spending,1,,,1,val
2026-02-17,1.03,premarket,0,1,8,US Politics,1,0,0,Noise_Zone,Endorsing Alex Mealer for Congress,Election outcome may impact policy,1,,,1,val
2026-02-17,2.15,premarket,0,1,8,US Politics,4,0,0,Noise_Zone,Pete Sessions endorsed for re-election,Pro-business policies,1,,,1,val
2026-02-17,2.17,premarket,0,1,8,US Politics,2,0,0,Noise_Zone,Congresswoman endorsed for re-election,Fiscal policy and defense spending,1,,,1,val
2026-02-18,18.7,regular,0,0,8,Geopolitics / Conflict,3,1,0,Regular_Hours,US warns UK against leasing Diego Garcia,Strategic island control affects global security,1,1,1,1,val
2026-02-20,18.62,regular,0,0,9,Trade War,5,0,1,Regular_Hours,Trump announces new tariffs,"Tariffs impact trade, inflation",1,1,1,1,val
2026-02-21,0.07,weekend,1,1,8,Trade Policy,3,0,0,Monday_Open_Shock,Author criticizes Supreme Court for tariff decision,Tariff revenue impact on trade balance,1,,,1,val
2026-02-21,15.98,weekend,1,1,9,Trade War,4,0,1,Monday_Open_Shock,President Trump raises tariffs to 15%,Tariffs impact trade balances,1,,,1,val
2026-02-23,12.05,premarket,0,1,8,Geopolitics / Trade,4,1,0,Monday_Open_Shock,President Trump claims the Supreme Court gave him more power to impose tariffs,Tariffs can impact trade and economy,1,,,1,val
2026-02-23,14.82,regular,0,0,8,Trade War,3,1,0,Regular_Hours,President claims power to impose tariffs without Congress,"Tariffs impact trade, inflation, and growth",1,,,1,val
2026-02-27,15.6,regular,0,0,8,Immigration,3,0,0,Regular_Hours,Trump has fewest illegal border crossings in 50 years,Less immigration can reduce labor supply,0,0,1,0,val
2026-02-27,16.43,regular,0,0,8,US Politics,4,0,0,Regular_Hours,Candidate endorsed by prominent Republicans,Fiscal policy and regulation changes,1,1,1,0,val
2026-02-27,20.78,afterhours,0,1,9,Geopolitics / National Security,3,0,1,Monday_Open_Shock,US to cease use of Anthropic's tech,gov't tech ban impacts national security,-1,1,0,1,val
2026-02-28,1.58,weekend,1,1,8,US Politics,4,0,0,Monday_Open_Shock,Trump endorses Don Huffines for Texas Comptroller,Pro-business policies may boost economy,0,1,0,0,test
2026-02-28,21.62,weekend,1,1,9,Geopolitics / War,3,1,0,Monday_Open_Shock,"Khamenei is dead, Iran may take back country","Regime change, potential Middle East stability",1,0,1,0,test
2026-03-01,12.67,weekend,1,1,8,Geopolitics / Conflict,3,1,0,Monday_Open_Shock,Ayatollah Khamenei's death improves the world,Reduced Iran tensions,-1,0,1,0,test
2026-03-02,23.33,afterhours,0,1,8,Geopolitics / Conflict,3,1,1,Noise_Zone,Trump defends US-Israel attack on Iran,"Conflict raises oil prices, defense spending",0,1,1,1,test
2026-03-03,10.5,premarket,0,1,8,Trade War,3,1,0,Noise_Zone,US-China trade deficit decreased in Trump's first year,Improved trade balance boosts economy,0,1,1,1,test
2026-03-03,13.03,premarket,0,1,8,Geopolitics / War,3,1,0,Noise_Zone,President Trump wants unlimited weaponry,Increased military spending,0,,,0,test
2026-03-05,0.98,premarket,0,1,8,US Politics,3,0,0,Noise_Zone,Trump endorses Kurt Alme for Senate,Economic policy impact,1,,,1,test
2026-03-05,14.58,regular,0,0,6,Geopolitics / Peace,2,1,0,Regular_Hours,Melania Trump presides over UN Security Council,Global stability impacts markets,0,,,0,test
2026-03-06,13.83,regular,0,0,8,Geopolitics / Conflict,3,1,0,Regular_Hours,No deal with Iran without unconditional surrender,Trade and sanctions impact,0,1,1,0,test
2026-03-06,16.05,regular,0,0,8,Trade Policy,3,0,0,Regular_Hours,US trade deficit nearly cut in half,Improved trade balance boosts economy,0,1,1,1,test
2026-03-08,22.9,weekend,1,1,8,Geopolitics / Peace,3,1,0,Monday_Open_Shock,Oil prices will drop after Iran nuclear threat is resolved,Geopolitical stability reduces oil price volatility,-1,0,0,1,test
2026-03-10,0.5,premarket,0,1,9,Geopolitics / Conflict,4,1,0,Noise_Zone,US will strongly retaliate if Iran blocks oil flow,Oil supply disruption and US-Iran conflict,0,1,1,1,test
2026-03-10,21.28,afterhours,0,1,9,Energy Independence,4,1,1,Noise_Zone,US to open new oil refinery in Texas,Increased domestic energy production,0,1,0,1,test
2026-03-11,23.48,afterhours,0,1,8,US Politics / Election,3,0,0,Noise_Zone,Trump endorses Colonel Laurie Buckhout for Congress,Election outcome may impact tax and energy policies,1,1,1,0,test
2026-03-12,15.0,regular,0,0,6,Geopolitics / Tension,2,1,0,Regular_Hours,Trump questions Iran's World Cup participation,Geopolitical tensions affect oil prices,1,1,0,1,test
2026-03-13,13.88,regular,0,0,8,Geopolitics / Conflict,3,1,0,Regular_Hours,Iran miscalculated Trump,Escalation fears,0,1,1,0,test
2026-03-14,0.2,weekend,1,1,8,US Politics,4,0,0,Monday_Open_Shock,Trump endorses Kevin Hern for Senate,Economic policy impact,1,1,1,0,test
2026-03-14,13.58,weekend,1,1,6,Geopolitics / Peace,3,1,0,Monday_Open_Shock,Tanker planes in Saudi Arabia were not destroyed,Reduced conflict risk,-1,1,1,1,test
2026-03-14,19.42,weekend,1,1,6,Geopolitics / Conflict,3,1,0,Monday_Open_Shock,Majority backs Trump stopping Iran's nuclear ambitions,Conflict escalation affects oil prices,0,1,1,0,test
2026-03-16,2.77,premarket,0,1,8,Geopolitics / Institutions,4,0,0,Monday_Open_Shock,Trump criticizes Federal Reserve Chairman Powell and judge,Eroding trust in institutions affects monetary policy,-1,1,1,1,test
2026-03-17,9.02,premarket,0,1,8,Geopolitics / Conflict,3,1,0,Noise_Zone,US-Israeli strategy against Iran is working,Reduced Iran threat helps global markets,0,0,1,1,test
2026-03-18,12.02,premarket,0,1,8,Geopolitics / Conflict,3,1,0,Noise_Zone,US is taking action against Iran,Conflict affects oil prices,1,1,1,0,test
2026-03-19,14.07,regular,0,0,6,Geopolitics / Conflict,3,1,0,Regular_Hours,Trump should finish what he started with Iran's regime,Conflict escalation affects oil prices,1,0,0,0,test
2026-03-20,13.72,regular,0,0,8,Geopolitics / Conflict,3,1,0,Regular_Hours,"NATO is weak without US, won't help with Iran",Global conflict affects oil prices,0,1,1,0,test
2026-03-21,16.87,weekend,1,1,8,US Politics,4,0,0,Monday_Open_Shock,Trump endorses Julia Letlow for Senate,Pro-business policies may boost economy,0,1,1,0,test
2026-03-21,22.62,weekend,1,1,8,Geopolitics / War,3,1,0,Monday_Open_Shock,US claims to have defeated Iran,Conflict impacts oil prices,0,0,0,0,test
2026-03-23,0.52,premarket,0,1,8,US Politics,2,1,0,Monday_Open_Shock,DJT demands voter ID and other reforms,Policy uncertainty affects markets,1,0,0,0,test
2026-03-23,12.95,premarket,0,1,8,Immigration,2,1,0,Monday_Open_Shock,Trump criticizes Biden's border policy,Border policy affects labor market,-1,1,1,1,test
2026-03-24,19.95,regular,0,0,8,US Politics / Elections,3,0,0,Regular_Hours,Trump endorses T.W. Shannon for Oklahoma Lieutenant Governor,Election outcome may impact state policies,1,0,0,0,test
2026-03-25,16.85,regular,0,0,8,Geopolitics / National Security,3,1,0,Regular_Hours,Trump supports FISA extension to protect Americans,National security concerns impact defense sector,1,1,1,0,test
2026-03-26,10.65,premarket,0,1,8,Geopolitics / Conflict,3,1,0,Noise_Zone,Iran must make a deal or face consequences,Trade and sanctions affected by Iran deal,1,0,0,0,test
2026-03-26,22.5,afterhours,0,1,9,Geopolitics / Immigration,4,0,1,Noise_Zone,President Trump vows to protect US from illegal immigration,Immigration policy affects labor market and border security,-1,1,1,1,test
2026-03-28,22.6,weekend,1,1,8,Geopolitics / Conflict,3,1,0,Monday_Open_Shock,Trump not backing down on Iran,Escalation affects oil prices,1,1,1,0,test
2026-03-30,11.43,premarket,0,1,9,Geopolitics / War,4,1,1,Monday_Open_Shock,US threatens Iran with destruction if deal not reached,Geopolitical tensions affect oil prices,1,1,1,0,test
2026-03-31,11.32,premarket,0,1,8,Geopolitics / Conflict,2,1,0,Noise_Zone,France blocked US planes with military supplies to Israel,Escalating tensions affect defense sector,1,0,1,0,test
2026-04-01,13.07,premarket,0,1,8,Trade Policy,2,0,0,Noise_Zone,Nissan moved production to US due to tariffs,Tariffs influenced production relocation,0,,,1,test
2026-04-02,2.92,premarket,0,1,8,Geopolitics / War,3,1,0,Noise_Zone,Defanging Iran is worth war cost,Conflict affects oil prices,0,0,0,0,test
2026-04-03,2.68,premarket,0,1,8,Geopolitics / War,3,1,0,Noise_Zone,Trump threatens Iran with military action,"Conflict raises oil prices, defense spending",0,,,0,test
2026-04-04,13.53,weekend,1,1,8,Trade Policy,4,1,0,Monday_Open_Shock,"Jobs numbers were great, trade deficit dropped 55%",Improved trade balance boosts economy,1,0,1,0,test
2026-04-05,4.13,weekend,1,1,8,Geopolitics / Peace,3,1,0,Monday_Open_Shock,US rescues crew member from Iran,Reduced conflict risk,-1,1,1,1,test
2026-04-07,12.1,premarket,0,1,8,Geopolitics / Regime Change,3,1,0,Noise_Zone,Regime change in Iran may happen tonight,New leadership could alter global relations and oil markets,1,0,0,1,test
2026-04-08,0.02,premarket,0,1,8,Geopolitics / Disinformation,2,1,1,Noise_Zone,Trump denies CNN's Iran statement,Media credibility affects market sentiment,1,1,1,0,test
2026-04-08,11.5,premarket,0,1,10,Geopolitics / Trade,4,1,1,Noise_Zone,US to tariff countries selling arms to Iran,Trade war escalation,1,1,1,0,test
2026-04-09,2.93,premarket,0,1,8,Geopolitics / Peace,2,1,0,Noise_Zone,Iran peace talks were subject to fake news,Perceived progress in Iran talks affects oil prices,-1,0,1,1,test
2026-04-09,20.47,afterhours,0,1,8,Geopolitics / Peace,3,1,0,Noise_Zone,Trump criticizes pundits for supporting Iran's nuclear program,US-Iran tensions affect oil and defense markets,0,1,1,0,test
2026-04-09,23.82,afterhours,0,1,8,Immigration Policy,2,0,1,Noise_Zone,Trump blames Biden for a crime by an immigrant,Immigration policy affects labor market and economy,1,1,1,1,test
2026-04-10,19.65,regular,0,0,8,Domestic Policy,3,0,0,Regular_Hours,Congressman endorsed for re-election,Pro-business policies may boost economy,1,1,1,0,test
2026-04-11,12.97,weekend,1,1,8,Geopolitics / Peace,4,1,0,Monday_Open_Shock,"Trump claims Iran is losing, US clearing Strait of Hormuz","Reduced Iran threat, increased oil supply",-1,1,1,1,test
2026-04-11,22.4,weekend,1,1,6,Geopolitics / Peace,2,1,0,Monday_Open_Shock,Pro-Trump rally in Bern with Iranian participation,Improved US-Iran relations,-1,1,1,1,test
2026-04-12,12.88,weekend,1,1,8,Geopolitics / Conflict,3,1,0,Monday_Open_Shock,Iran refused to give up nuclear ambitions,Nuclear threat raises global risk,0,0,0,0,test
2026-04-13,6.58,premarket,0,1,6,Geopolitics / Peace,2,1,0,Monday_Open_Shock,Secret memos reveal Ukraine accuser's bias,Reduced tensions with Ukraine,-1,1,1,1,test
2026-04-13,20.9,afterhours,0,1,6,Geopolitics / Peace,2,1,0,Noise_Zone,"Trump claims Iran is defeated, criticizes NY Times",Geopolitical tensions affect oil prices,-1,1,1,1,test
2026-04-14,18.12,regular,0,0,9,Geopolitics / National Security,2,1,0,Regular_Hours,Trump supports FISA 702 extension,FISA affects national security and military ops,0,1,1,0,test
2026-04-14,18.68,regular,0,0,8,US Politics / Election,3,0,0,Regular_Hours,Endorsing Houston Gaines for Congress,"Tax cuts, deregulation, energy dominance",0,1,1,0,test
2026-04-14,19.12,regular,0,0,8,US Politics,3,0,0,Regular_Hours,Endorsing John Braun for Congress,"Pro-growth policies, tax cuts, and deregulation",0,1,1,0,test
2026-04-15,4.05,premarket,0,1,8,Geopolitics / Conflict,3,1,0,Noise_Zone,Iran may run out of oil storage due to Trump blockade,Oil supply disruption,0,1,0,0,test
2026-04-15,14.27,regular,0,0,8,Geopolitics / Security,2,1,0,Regular_Hours,Trump supports FISA 702 extension,FISA affects national security and military ops,0,1,0,0,test
2026-04-16,18.75,regular,0,0,8,Geopolitics / National Security,2,0,0,Regular_Hours,Trump wants a secure ballroom in the White House,National security concerns impact defense spending,0,1,0,0,test
2026-04-17,13.45,premarket,0,1,8,Geopolitics / Trade,3,1,0,Noise_Zone,"Strait of Hormuz open, naval blockade on Iran remains",Trade route stability affects oil prices,0,1,1,0,test
2026-04-17,14.27,regular,0,0,6,Geopolitics / Peace,1,1,0,Regular_Hours,"Trump thanks Saudi Arabia, UAE, and Qatar for help",Improved Middle East relations could boost oil market stability,0,1,1,0,test
2026-04-17,14.67,regular,0,0,8,Geopolitics / Peace,2,1,0,Regular_Hours,Iran won't close Strait of Hormuz again,Reduced oil supply risk,0,1,1,0,test
2026-04-18,2.42,weekend,1,1,8,Geopolitics / Peace,3,1,0,Monday_Open_Shock,Trump expects progress with China's President Xi,Trade tensions easing,1,1,0,1,test
2026-04-19,12.17,weekend,1,1,9,Geopolitics / Conflict,3,1,1,Monday_Open_Shock,"US accuses Iran of violating ceasefire, threatens retaliation","Escalating tensions may disrupt oil supply, raise prices",1,1,1,0,test
2026-04-19,19.38,weekend,1,1,9,Geopolitics / Conflict,3,0,1,Monday_Open_Shock,US Navy intercepted Iranian cargo ship,Escalation affects oil prices,1,1,1,0,test
2026-04-20,14.27,regular,0,0,8,Geopolitics / Conflict,3,1,0,Regular_Hours,Israel's war with Iran solidified opinion that Iran can't have nuclear weapons,Geopolitical tensions and regime change impact oil prices and defense stocks,1,1,1,0,test
2026-04-20,18.18,regular,0,0,9,Geopolitics / War,3,1,0,Regular_Hours,"Trump claims US is winning a war, citing enemy losses","War outcome impacts oil prices, defense sector",1,1,1,1,test
2026-04-21,11.15,premarket,0,1,8,Geopolitics / Conflict,3,1,0,Noise_Zone,Iran violated ceasefire,Conflict raises oil prices,1,0,1,0,test
2026-04-21,20.15,afterhours,0,1,8,Geopolitics / Peace,3,1,1,Noise_Zone,US delays attack on Iran,Reduced conflict risk,0,1,0,1,test
2026-04-21,23.75,afterhours,0,1,8,Domestic Politics,2,0,1,Noise_Zone,Trump criticizes Republican justices for disloyalty,Judicial appointments impact economic policy,1,0,1,0,test
2026-04-22,13.68,regular,0,0,8,Geopolitics / Domestic Politics,3,1,0,Regular_Hours,Author criticizes Supreme Court decisions,Policy uncertainty affects markets,1,1,1,0,test
2026-04-23,2.98,premarket,0,1,6,Geopolitics / War,2,0,0,Noise_Zone,Trump's War Department is strong,Increased military spending,1,1,1,0,test
2026-04-23,13.45,premarket,0,1,6,Geopolitics / Tension,3,1,0,Noise_Zone,Trump may not need deal with Iran,US-Iran tensions impact oil prices,1,1,0,1,test
2026-04-23,21.35,afterhours,0,1,8,Geopolitics / Peace,3,1,0,Noise_Zone,US to help Lebanon protect itself from Hezbollah,Reduced Mideast tensions,-1,0,1,1,test
2026-04-28,18.42,regular,0,0,8,Geopolitics / Conflict,4,1,0,Regular_Hours,Trump opposes Iran having nuclear weapons,Nuclear threat increases global uncertainty,1,1,1,0,test
2026-04-30,13.67,regular,0,0,8,Geopolitics / War,4,1,0,Regular_Hours,Germany should focus on ending war with Russia and Ukraine,Geopolitical tensions affect global markets,0,0,1,0,test
2026-05-01,1.43,premarket,0,1,6,Geopolitics / Tension,2,1,0,Noise_Zone,Navy Commander praises Trump on Iran,US-Iran tensions impact oil prices,0,0,0,0,test
2026-05-02,22.78,weekend,1,1,8,Geopolitics / Conflict,3,1,0,Monday_Open_Shock,Trump doubts Iran's plan,Escalation affects oil prices,1,1,1,0,test
2026-05-03,20.58,weekend,1,1,8,Geopolitics / Peace,3,1,0,Monday_Open_Shock,US to help free neutral ships in Strait of Hormuz,"Reduced tensions, increased global trade",-1,1,1,1,test
2026-05-05,19.53,regular,0,0,8,Domestic Politics,3,0,0,Regular_Hours,Congressman endorsed for re-election,Pro-business policies may boost economy,1,1,1,0,test
2026-05-05,19.55,regular,0,0,8,Geopolitics / Peace,3,0,0,Regular_Hours,Warren Davidson endorsed for re-election,Strong border security and military support,1,1,1,1,test
2026-05-05,19.62,regular,0,0,8,Election / Endorsement,3,0,0,Regular_Hours,Congressman endorsed for re-election,Economic policy impact,1,1,1,1,test
2026-05-05,22.87,afterhours,0,1,8,Geopolitics / Peace,3,1,1,Noise_Zone,US pauses ship movement in Strait of Hormuz,Reduced tensions lower oil prices,-1,1,1,1,test
2026-05-06,18.4,regular,0,0,8,Domestic Politics,3,0,0,Regular_Hours, Politician endorses MAGA candidate,"Pro-business, low-regulation agenda",1,0,1,1,test
2026-05-07,19.12,regular,0,0,8,Geopolitics / Trade,4,1,1,Regular_Hours,Trump demands EU fulfill trade deal,Trade tensions impact global markets,-1,1,1,1,test
2026-05-08,15.18,regular,0,0,8,Geopolitics / Transparency,2,0,0,Regular_Hours,Trump releases UFO files for public review,Transparency on sensitive info can impact defense sector,0,1,1,1,test
2026-05-09,12.68,weekend,1,1,8,Geopolitics / War,3,1,0,Monday_Open_Shock,Preventing Iran from getting nukes is a priority,Geopolitical tensions affect oil prices,1,0,1,0,test
2026-05-10,20.12,weekend,1,1,8,Geopolitics / Trade,3,0,0,Monday_Open_Shock,Trump claims he saved the US steel industry with tariffs,Trade policy affects US industry,1,1,1,1,test
2026-05-10,22.57,weekend,1,1,8,Trade Policy,4,0,0,Monday_Open_Shock,Trump criticizes justices for tariff decision,Trade policy affects US trade balance,1,0,1,0,test
2026-05-12,20.4,afterhours,0,1,8,Geopolitics / Conflict,3,1,0,Noise_Zone,Iran's military is defeated,War affects oil prices,0,0,0,0,test
